bone_id,group_type,group_order,period_class,sentence_simple,theme,detail_json
H00480,InscriptionSentence,0,𠂤小,未释未释于未释乙未释羌,spatial,"{""places"": [""羌""]}"
H00481,InscriptionSentence,0,賓出,丁未释于未释未释未释羌未释五未释未释未释五未释,spatial,"{""places"": [""羌""]}"
H00483,InscriptionSentence,0,賓三,未释賓貞未释五牢未释十未释宜牢未释羌,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
H00483,InscriptionSentence,0,賓三,未释賓貞未释五牢未释十未释宜牢未释羌,spatial,"{""places"": [""羌""]}"
H00485,InscriptionSentence,0,賓出,未释十牢未释羌,spatial,"{""places"": [""羌""]}"
H00487,InscriptionSentence,0,𠂤小,辛未释羌𬛫其昷,spatial,"{""places"": [""羌""]}"
H00491,InscriptionSentence,0,典賓,未释午卜未释追羌獲,spatial,"{""places"": [""羌""]}"
H00494,InscriptionSentence,0,典賓,未释畢未释追羌,spatial,"{""places"": [""羌""]}"
H00495,InscriptionSentence,0,典賓,丙御卜爭貞徵其係羌未释未释未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00495,InscriptionSentence,0,典賓,丙御卜爭貞徵其係羌未释未释未释,spatial,"{""places"": [""羌""]}"
H00496,InscriptionSentence,0,典賓,未释逸羌十人未释,spatial,"{""places"": [""羌""]}"
H00497,InscriptionSentence,0,典賓,未释求未释嚮丁丑未释逸羌未释,spatial,"{""places"": [""羌""]}"
H00499,InscriptionSentence,0,典賓,未释兔允㚔羌獲廿㞢五馘二,spatial,"{""places"": [""羌""]}"
H00503,InscriptionSentence,0,典賓,未释逸羌未释㝵,spatial,"{""places"": [""羌""]}"
H00508,InscriptionSentence,0,典賓,貞逸羌不其㝵,spatial,"{""places"": [""羌""]}"
H00511,InscriptionSentence,0,典賓,乙未卜箙貞逸羌未释,spatial,"{""places"": [""羌""]}"
H00511,InscriptionSentence,1,典賓,辛丑卜亘貞今日其雨,rain,"{""keyword"": ""雨""}"
H00511,InscriptionSentence,3,典賓,未释卜殻貞翌甲寅𫹉于羌甲未释,spatial,"{""places"": [""羌""]}"
H00515,InscriptionSentence,0,典賓,甲午卜韋貞逸羌不未释,spatial,"{""places"": [""羌""]}"
H00516,InscriptionSentence,0,典賓,未释逸羌,spatial,"{""places"": [""羌""]}"
H00516,InscriptionSentence,2,典賓,貞未释羌未释,spatial,"{""places"": [""羌""]}"
H00519,InscriptionSentence,0,𠂤賓,未释㝵四羌在秉十二月,spatial,"{""places"": [""羌""]}"
H00519,InscriptionSentence,1,𠂤賓,乙亥卜貞伐羌,war,"{""keywords"": [""伐""]}"
H00519,InscriptionSentence,1,𠂤賓,乙亥卜貞伐羌,spatial,"{""places"": [""羌""]}"
H00520,InscriptionSentence,0,𠂤賓,戌辰卜貞弗其㝵羌,spatial,"{""places"": [""羌""]}"
H00524,InscriptionSentence,0,典賓,未释羌未释圂未释,spatial,"{""places"": [""羌""]}"
H00525,InscriptionSentence,0,𠂤賓,庚辰卜王朕剢羌不昷,spatial,"{""places"": [""羌""]}"
H00528,InscriptionSentence,0,賓出,貞羌亡其昷十月,spatial,"{""places"": [""羌""]}"
H00529,InscriptionSentence,0,典賓,貞在򪾦羌其夙,spatial,"{""places"": [""羌""]}"
H00531,InscriptionSentence,0,典賓,貞在򪾦羌未释,spatial,"{""places"": [""羌""]}"
H00532,InscriptionSentence,0,𠂤小,未释敏未释羌未释帚,spatial,"{""places"": [""羌""]}"
H00534,InscriptionSentence,0,𠂤賓,未释未卜未释貞𫯦未释羌,spatial,"{""places"": [""羌""]}"
H00535,InscriptionSentence,0,𠂤賓,己未未释𫯦未释羌,spatial,"{""places"": [""羌""]}"
H00537,InscriptionSentence,0,典賓,貞乎寇伐𢀛,war,"{""keywords"": [""伐"", ""寇""]}"
H00542,InscriptionSentence,0,典賓,甲子卜殻貞乎伐𢀛方受未释,war,"{""keywords"": [""伐""]}"
H00542,InscriptionSentence,1,典賓,癸酉卜爭貞乎多寇伐𢀛未释,war,"{""keywords"": [""伐"", ""寇""]}"
H00547,InscriptionSentence,0,典賓,辛酉卜爭貞勿乎以多寇伐𢀛方弗其受㞢佑,war,"{""keywords"": [""伐"", ""寇""]}"
H00547,InscriptionSentence,0,典賓,辛酉卜爭貞勿乎以多寇伐𢀛方弗其受㞢佑,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""other""}"
H00547,InscriptionSentence,1,典賓,貞勿擇多寇乎望𢀛方其橐,war,"{""keywords"": [""寇""]}"
H00547,InscriptionSentence,2,典賓,貞乎伐𢀛,war,"{""keywords"": [""伐""]}"
H00547,InscriptionSentence,3,典賓,貞乎黍不其受未释,agriculture,"{""crop_keywords"": [""黍""]}"
H00549,InscriptionSentence,0,典賓,貞勿擇寇乎望𢀛,war,"{""keywords"": [""寇""]}"
H00551,InscriptionSentence,0,典賓,貞勿乎以寇,war,"{""keywords"": [""寇""]}"
H00552,InscriptionSentence,0,典賓,貞勿乎𣎳以寇,war,"{""keywords"": [""寇""]}"
H00553,InscriptionSentence,3,賓三,癸丑卜賓貞令彗墉以未释執寇七月,war,"{""keywords"": [""寇""]}"
H00558,InscriptionSentence,0,典賓,未释卜殻貞五百寇用,war,"{""keywords"": [""寇""]}"
H00558,InscriptionSentence,1,典賓,未释貞五百寇用,war,"{""keywords"": [""寇""]}"
H00558,InscriptionSentence,3,典賓,未释徝土未释,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""土""]}"
H00558,InscriptionSentence,3,典賓,未释徝土未释,spatial,"{""places"": [""土""]}"
H00565,InscriptionSentence,1,典賓,貞隹備犬寇,war,"{""keywords"": [""寇""]}"
H00566,InscriptionSentence,0,典賓,貞乎追寇及,war,"{""keywords"": [""寇""]}"
H00567,InscriptionSentence,0,典賓,貞隹未释逆寇,war,"{""keywords"": [""寇""]}"
H00569,InscriptionSentence,0,賓出,貞未释冓未释寇未释,war,"{""keywords"": [""寇""]}"
H00570,InscriptionSentence,0,賓三,丁酉卜古貞未释執寇򨲇,war,"{""keywords"": [""寇""]}"
H00572,InscriptionSentence,0,典賓,貞乎求寇執,war,"{""keywords"": [""寇""]}"
H00574,InscriptionSentence,0,𠂤賓,未释于未释御未释弗未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00574,InscriptionSentence,1,𠂤賓,于庚午雀㚔寇,war,"{""keywords"": [""寇""]}"
H00575,InscriptionSentence,2,典賓,貞亘㚔寇,war,"{""keywords"": [""寇""]}"
H00575,InscriptionSentence,3,典賓,貞亘弗其㚔寇,war,"{""keywords"": [""寇""]}"
H00576,InscriptionSentence,0,𠂤賓,癸丑卜王乎疋寇㚔五月,war,"{""keywords"": [""寇""]}"
H00577,InscriptionSentence,0,𠂤賓,其㚔寇,war,"{""keywords"": [""寇""]}"
H00578,InscriptionSentence,1,典賓,癸丑卜賓貞叀未释令執寇,war,"{""keywords"": [""寇""]}"
H00579,InscriptionSentence,0,典賓,未释戌卜未释貞弗其㚔寇七月,war,"{""keywords"": [""寇""]}"
H00581,InscriptionSentence,0,典賓,貞刓寇不昷,war,"{""keywords"": [""寇""]}"
H00582,InscriptionSentence,0,典賓,未释刓未释寇,war,"{""keywords"": [""寇""]}"
H00599,InscriptionSentence,0,典賓,貞未释隹未释寇未释,war,"{""keywords"": [""寇""]}"
H00600,InscriptionSentence,0,典賓,未释寇未释隹未释至未释,war,"{""keywords"": [""寇""]}"
H00602,InscriptionSentence,0,𠂤賓,未释卜貞未释寇未释,war,"{""keywords"": [""寇""]}"
H00608,InscriptionSentence,0,典賓,甲寅卜殻貞寇未释,war,"{""keywords"": [""寇""]}"
H00614,InscriptionSentence,0,典賓,貞叀王往伐𢀛,war,"{""keywords"": [""伐""]}"
H00614,InscriptionSentence,1,典賓,貞叀王往伐𢀛方,war,"{""keywords"": [""伐""]}"
H00614,InscriptionSentence,2,典賓,貞勿隹王往伐𢀛方,war,"{""keywords"": [""伐""]}"
H00614,InscriptionSentence,3,典賓,乎多臣伐𢀛方,war,"{""keywords"": [""伐""]}"
H00615,InscriptionSentence,0,典賓,貞叀王往伐𢀛,war,"{""keywords"": [""伐""]}"
H00615,InscriptionSentence,1,典賓,貞叀王往伐𢀛方,war,"{""keywords"": [""伐""]}"
H00615,InscriptionSentence,3,典賓,貞乎多臣伐𢀛方,war,"{""keywords"": [""伐""]}"
H00618,InscriptionSentence,0,典賓,貞勿乎多臣伐𢀛方弗未释,war,"{""keywords"": [""伐""]}"
H00629,InscriptionSentence,1,賓出,未释弋未释御未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00647,InscriptionSentence,0,典賓,未释未释未释告未释途𰏯,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
H00651,InscriptionSentence,1,賓三,乙巳卜爭貞告方出于且乙大甲,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""ancestor"", ""targets"": [""大甲""]}"
H00660,InscriptionSentence,1,賓出,未释𫹉河牛未释我未释,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H00668,InscriptionSentence,0,賓出,貞其來女未释南,spatial,"{""directions"": [""南""]}"
H00673,InscriptionSentence,1,𠂤賓,戊御卜馘弗其以我史女,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00683,InscriptionSentence,0,𠂤賓,丁酉卜貞于河晦,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H00686,InscriptionSentence,0,𠂤賓,御方于河妻,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H00695,InscriptionSentence,0,𠂤賓,未释卜禱未释囧妻未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""other""}"
H00713,InscriptionSentence,0,典賓,貞御子漁于父乙嚮羊𰇑𠬝,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""ancestor"", ""targets"": [""父乙""]}"
H00714,InscriptionSentence,0,𠂤賓,甲辰卜翌乙巳未释父乙未释𠬝卯未释伐未释,war,"{""keywords"": [""伐""]}"
H00714,InscriptionSentence,0,𠂤賓,甲辰卜翌乙巳未释父乙未释𠬝卯未释伐未释,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""父乙""]}"
H00731,InscriptionSentence,0,典賓,未释午卜殻未释御帚于未释𠬝未释女,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00747,InscriptionSentence,0,𠂤小,未释戌卜王未释𠬝于未释子羌未释,spatial,"{""places"": [""羌""]}"
H00756,InscriptionSentence,1,賓出,未释御未释貞我未释缶未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00784,InscriptionSentence,0,𠂤小,御于高匕己嚮二򽰟𰇑𠬝垂,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00787,InscriptionSentence,6,典賓,癸亥卜爭貞我黍受㞢年一月,agriculture,"{""crop_keywords"": [""黍""]}"
H00787,InscriptionSentence,7,典賓,貞勿򽰼黍受㞢年,agriculture,"{""crop_keywords"": [""黍""]}"
H00801,InscriptionSentence,0,賓一,甲子卜爭貞禱于大未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""other""}"
H00801,InscriptionSentence,1,賓一,貞禱于大甲尞二羊二犬卯二,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞"", ""禱""], ""target_type"": ""ancestor"", ""targets"": [""大甲""]}"
H00801,InscriptionSentence,4,賓一,丙寅未释爭貞我受年,agriculture,"{""harvest_keywords"": [""受年""]}"
H00805,InscriptionSentence,0,賓三,丙戌卜爭貞其告鞠于河,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H00806,InscriptionSentence,0,典賓,貞告鞠于室南三𫳅,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
H00806,InscriptionSentence,0,典賓,貞告鞠于室南三𫳅,spatial,"{""directions"": [""南""]}"
H00807,InscriptionSentence,0,典賓,未释王未释告鞠未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
H00813,InscriptionSentence,1,典賓,貞父甲害王,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""父甲""]}"
H00839,InscriptionSentence,2,典賓,貞未释受年,agriculture,"{""harvest_keywords"": [""受年""]}"
H00855,InscriptionSentence,1,典賓,未释尞未释王未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H00862,InscriptionSentence,0,典賓,未释彗以㞢未释逸隹帝未释叀权未释,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""帝""]}"
H00869,InscriptionSentence,1,典賓,貞㞢疒告羌甲,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
H00869,InscriptionSentence,1,典賓,貞㞢疒告羌甲,spatial,"{""places"": [""羌""]}"
H00879,InscriptionSentence,0,典賓,戊寅卜殻貞収伐翌庚辰用,war,"{""keywords"": [""伐""]}"
H00884,InscriptionSentence,0,典賓,未释百未释伐未释百未释羊未释,war,"{""keywords"": [""伐""]}"
H00886,InscriptionSentence,0,賓出,貞御于父乙嚮三牛𰇑卅伐卅牢,war,"{""keywords"": [""伐""]}"
H00886,InscriptionSentence,0,賓出,貞御于父乙嚮三牛𰇑卅伐卅牢,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""ancestor"", ""targets"": [""父乙""]}"
H00887,InscriptionSentence,0,典賓,壬申𰇑大未释伐卅未释卅牢,war,"{""keywords"": [""伐""]}"
H00889,InscriptionSentence,0,𠂤小,未释伐未释卅未释牢,war,"{""keywords"": [""伐""]}"
H00894,InscriptionSentence,2,賓一,十伐卯未释,war,"{""keywords"": [""伐""]}"
H00894,InscriptionSentence,3,賓一,廿伐卯未释牢,war,"{""keywords"": [""伐""]}"
H00899,InscriptionSentence,0,𠂤歷,乙酉未释且乙未未释佑伐五十十牢,war,"{""keywords"": [""伐""]}"
H00899,InscriptionSentence,0,𠂤歷,乙酉未释且乙未未释佑伐五十十牢,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""other""}"
H00908,InscriptionSentence,0,𠂤賓,癸丑未释翌甲未释㞢于大甲嚮三牛𰇑卅牢伐十,war,"{""keywords"": [""伐""]}"
H00908,InscriptionSentence,0,𠂤賓,癸丑未释翌甲未释㞢于大甲嚮三牛𰇑卅牢伐十,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""大甲""]}"
H00910,InscriptionSentence,0,𠂤賓,貞御于且辛卅未释十伐未释,war,"{""keywords"": [""伐""]}"
H00910,InscriptionSentence,0,𠂤賓,貞御于且辛卅未释十伐未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00911,InscriptionSentence,0,典賓,壬戌卜爭未释翌甲子𫹉未释十伐,war,"{""keywords"": [""伐""]}"
H00920,InscriptionSentence,0,典賓,㞢于王亥九伐卯未释,war,"{""keywords"": [""伐""]}"
H00921,InscriptionSentence,0,賓一,貞九伐卯九牛,war,"{""keywords"": [""伐""]}"
H00922,InscriptionSentence,0,典賓,貞未释漁㞢伐五于未释,war,"{""keywords"": [""伐""]}"
H00925,InscriptionSentence,0,𠂤賓,五伐五牢,war,"{""keywords"": [""伐""]}"
H00925,InscriptionSentence,1,𠂤賓,五伐十牢,war,"{""keywords"": [""伐""]}"
H00928,InscriptionSentence,0,賓一,未释㞢羌甲伐三卯未释牢,war,"{""keywords"": [""伐""]}"
H00928,InscriptionSentence,0,賓一,未释㞢羌甲伐三卯未释牢,spatial,"{""places"": [""羌""]}"
H00931,InscriptionSentence,1,典賓,未释未释甲三伐,war,"{""keywords"": [""伐""]}"
H00932,InscriptionSentence,0,賓出,未释三伐,war,"{""keywords"": [""伐""]}"
H00937,InscriptionSentence,0,未分期,三伐三牢,war,"{""keywords"": [""伐""]}"
H00937,InscriptionSentence,1,未分期,未释羌未释,spatial,"{""places"": [""羌""]}"
H00942,InscriptionSentence,0,典賓,㞢伐于未释,war,"{""keywords"": [""伐""]}"
H00949,InscriptionSentence,0,賓出,未释于成伐牢,war,"{""keywords"": [""伐""]}"
H00950,InscriptionSentence,0,賓一,未释于咸伐未释,war,"{""keywords"": [""伐""]}"
H00951,InscriptionSentence,0,典賓,貞㞢唐伐,war,"{""keywords"": [""伐""]}"
H00954,InscriptionSentence,0,典賓,甲辰卜爭貞㞢伐于大甲,war,"{""keywords"": [""伐""]}"
H00954,InscriptionSentence,0,典賓,甲辰卜爭貞㞢伐于大甲,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""大甲""]}"
H00955,InscriptionSentence,0,典賓,未释賓貞㞢未释伐于大甲未释,war,"{""keywords"": [""伐""]}"
H00955,InscriptionSentence,0,典賓,未释賓貞㞢未释伐于大甲未释,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""大甲""]}"
H00956,InscriptionSentence,0,賓一,于來乙𫹉伐于且丁,war,"{""keywords"": [""伐""]}"
H00958,InscriptionSentence,0,𠂤賓,未释且辛嚮十牢伐十,war,"{""keywords"": [""伐""]}"
H00959,InscriptionSentence,0,賓一,辛丑卜未释未释且辛未释伐卯未释十牛,war,"{""keywords"": [""伐""]}"
H00960,InscriptionSentence,0,典賓,貞勿𫹉伐未释于且丁,war,"{""keywords"": [""伐""]}"
H00962,InscriptionSentence,1,賓三,癸亥卜貞㞢伐未释丁未释七月,war,"{""keywords"": [""伐""]}"
H00964,InscriptionSentence,0,𠂤小,甲御卜商佑伐父乙未,war,"{""keywords"": [""伐""]}"
H00964,InscriptionSentence,0,𠂤小,甲御卜商佑伐父乙未,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""ancestor"", ""targets"": [""父乙""]}"
H00966,InscriptionSentence,0,賓出,庚寅未释㞢伐于未释庚未释,war,"{""keywords"": [""伐""]}"
H00967,InscriptionSentence,0,典賓,丁酉卜耳貞㞢于未释乙伐未释往未释,war,"{""keywords"": [""伐""]}"
H00968,InscriptionSentence,0,𠂤賓,未释助伐父乙十二月,war,"{""keywords"": [""伐""]}"
H00968,InscriptionSentence,0,𠂤賓,未释助伐父乙十二月,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""父乙""]}"
H00969,InscriptionSentence,0,賓一,翌乙酉乎子商𫹉伐于父乙,war,"{""keywords"": [""伐""]}"
H00969,InscriptionSentence,0,賓一,翌乙酉乎子商𫹉伐于父乙,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""父乙""]}"
H00970,InscriptionSentence,0,典賓,己亥卜殻貞㞢伐于未释尹亦㞢于蔑,war,"{""keywords"": [""伐""]}"
H00971,InscriptionSentence,0,𠂤賓,辛酉卜㞢未释尹伐,war,"{""keywords"": [""伐""]}"
H00979,InscriptionSentence,0,𠂤小,未释叀未释伐未释㞢未释,war,"{""keywords"": [""伐""]}"
H00981,InscriptionSentence,0,典賓,甲辰未释貞㞢伐,war,"{""keywords"": [""伐""]}"
H00982,InscriptionSentence,0,賓一,癸丑未释王翌未释㞢伐于未释雨未释,rain,"{""keyword"": ""雨""}"
H00982,InscriptionSentence,0,賓一,癸丑未释王翌未释㞢伐于未释雨未释,war,"{""keywords"": [""伐""]}"
H00983,InscriptionSentence,0,𠂤小,㞢于未释伐,war,"{""keywords"": [""伐""]}"
H00984,InscriptionSentence,0,賓出,勿㞢伐十月,war,"{""keywords"": [""伐""]}"
H00985,InscriptionSentence,0,賓出,貞勿㞢未释伐八月,war,"{""keywords"": [""伐""]}"
H00987,InscriptionSentence,0,典賓,𰇑未释伐未释,war,"{""keywords"": [""伐""]}"
H00988,InscriptionSentence,0,賓一,未释卜殻未释𰇑未释伐,war,"{""keywords"": [""伐""]}"
H00989,InscriptionSentence,0,𠂤賓,丙未释勿未释甲未释伐,war,"{""keywords"": [""伐""]}"
H00990,InscriptionSentence,0,未分期,未释子未释未释伐大未释,war,"{""keywords"": [""伐""]}"
